id,Organization,Author
126240101,Gubbio-Gualdo Tadino Hospital,1
125814719,COVID-19 Task Force of the Young-Otolaryngologists of the International Federations of Oto-Rhino-Laryngological Societies (YO-IFOS),15
118337529,Association “Naso Sano” Onlus,1
60276990,The Catholic University of Korea Seoul St. Mary's Hospital,8
100844301,University of Medicine 1,1
100731174,Division of Endocrinology and Metabolism,1
60121871,Le Quy Don Technical University,1
116351165,University of Pharmacy,1
60090681,"Normah Medical Specialist Centre, Malaysia",1
60071281,Mysore Medical College,1
60064178,The Aga Khan University Medical College,1
60033277,Oncology Institute of Southern Switzerland,1
60031117,Boston College,1
60022135,Universitätsmedizin Mainz,2
60021221,University of Botswana,1
60020469,UNC School of Medicine,2
60017912,Clínica Las Condes,1
60013409,National Cancer Institute (NCI),4
60003711,University of Pennsylvania Perelman School of Medicine,4
126446847,Faculté des Sciences Infirmières de Leogane,1
126445689,Université Episcopale d'Haiti,1
120444263,Worldwide Hospice Palliative Care Alliance,1
116802282,Khartoum Oncology Hospital,1
112639859,University Medical Center Ho Chi Minh City,1
100614744,Comboni College of Science and Technology,1
100568464,Hope Institute Hospital,1
100355665,Univ. C. A. Diop,1
60011891,Universität Trier,3
60003342,USDA Forest Service,4
60003029,ORNL Environmental Sciences Division,3
60118639,School of Ecosystem and Forest Science,2
60118617,"Institutionen för Naturgeografi och Ekosystemvetenskap, Lunds Universitet",4
60112046,Interaction Sol Plante Atmosphère,2
60106100,"Laboratoire Écologie, Systématique et Évolution",2
60031514,Georg-August-Universität Göttingen,9
60022367,Centre de Recerca Ecològica i Aplicacions Forestals (CREAF-CERCA),7
60021121,Indiana University Bloomington,2
60016662,Colgate University,2
60011666,State University of New York Albany,2
60008588,"Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL",4
60274765,CSIC-INIA-CIFOR - Centro de Investigación Forestal,1
60257190,Universidad de la Amazonia,1
60193316,McMaster Centre For Climate Change,1
60170371,Université des Antilles,1
60159889,ANU Research School of Biology,1
60120232,Research Institute of Agricultural and Life Science,1
60115431,School of Biological Sciences,2
60111550,Royal Horticulture Society,1
60111037,Silva,1
60108604,Universidad Nacional de Chimborazo,1
60108568,Debreceni Egyetem Természettudományi és Technológiai Kar,2
60106381,"McMaster University, Faculty of Science",1
60105799,Instituto Nacional de Investigação Agrária e Veterinária,1
60104289,Université de Lorraine,1
60104286,BC3 Basque Centre for Climate Change,1
60104285,"Ikerbasque, Basque Foundation for Science",1
60103885,Sukachev Institute of Forest of the Siberian Branch of the RAS,1
60103754,CSIC - Instituto de Diagnostico Ambiental y Estudios del Agua (IDAEA),1
60103731,CSIC-GV-UV - Centro de Investigaciones sobre Desertificación,1
60082961,Eurac Research,1
60082663,Ústav pro hydrodynamiku Akademie ved České republiky,1
60075693,Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V.,2
60075346,Siberian Federal University,2
60071928,CATIE - Centro Agronómico Tropical de Investigación y Enseñanza,1
60031828,McMaster University,4
60031135,Academy of Sciences of the Czech Republic,4
60030804,Swinburne University of Technology,1
60030245,Deutsches GeoForschungsZentrum (GFZ),1
60030114,"Universidad Pablo de Olavide, de Sevilla",1
60029631,Institut Universitaire de France,1
60028442,Universidad Politécnica de Madrid,1
60027576,University of New Hampshire Durham,2
60027272,The University of Edinburgh,4
60027152,Sveriges lantbruksuniversitet,4
60026496,Bundesforschungszentrum für Wald,1
60026479,University of Exeter,2
60025735,IRD Centre de Montpellier,2
60025641,Universität Freiburg,6
60025199,"Instituto Superior de Agronomia, Universidade de Lisboa",2
60024712,"Instituto de Ecología, A.C.",1
60023517,Northern Arizona University,1
60023471,Pacific Northwest National Laboratory,1
60020599,Universiteit Twente,1
60020318,Max Planck Institute for Biogeochemistry,3
60019544,Macquarie University,1
60018940,Universidad Rey Juan Carlos,1
60017915,Faculty of Geo-Information Science and Earth Observation – ITC,2
60017825,Smithsonian Environmental Research Center,1
60017803,Western Sydney University,1
60017563,Weizmann Institute of Science Israel,2
60015829,Forest Tree Breeding Center,1
60015348,Hamilton College,1
60015098,CSIC - Museo Nacional de Ciencias Naturales (MNCN),2
60014586,Universidad de Jaén,1
60014198,AgResearch Lincoln,1
60013805,Chinese Academy of Forestry,2
60013323,Czech Technical University in Prague,1
60012689,Julius-Maximilians-Universität Würzburg,3
60011976,University of Alaska Fairbanks,2
60009914,Free University of Bozen-Bolzano,4
60009264,Instituto Nacional de Tecnologia Agropecuaria Buenos Aires,1
60009043,School of Earth and Space Exploration,1
60008827,University of Wyoming,2
60008658,Uniklinik Köln,2
60004261,Mendelova univerzita v Brne,1
60004156,Wageningen University &amp; Research,1
60003138,Universidad de Córdoba,1
60003044,Universidad de la Laguna,1
60001643,Zentrum für Entwicklungsforschung,1
60001565,Stellenbosch University,2
60001084,Instituto de Botânica de Sao Paulo,1
60000745,University of Illinois Urbana-Champaign,3
60000473,Rutgers University-Newark Campus,1
60000393,CSIC - Instituto de Recursos Naturales y Agrobiologia de Sevilla (IRNAS),1
126424615,Florencia,1
126424179,Saint Christophe,2
126135945,Brazilian Platform on Biodiversity and Ecosystem Services (BPBES),1
119071584,Brandenburg State Forestry Center of Excellence,1
116471231,CSIRO Agriculture and Food,1
114935665,National Center for Agro Meteorology,1
114778605,National University of Southern Patagonia,1
112891737,Hospital Regional de Río Gallegos,1
112850356,Referat für Gesundheit und Umwelt,1
107273783,Forest Services,1
112583039,Associate Fellow of Royal Society of Thailand (AFRST),1
60103900,Graduate School of Agricultural and Life Sciences The University of Tokyo,4
60069718,Guangdong Provincial People’s Hospital of Southern Medical University,1
60011715,Tianjin Medical University,1
60199580,College of Management Mahidol University,2
126149163,Thai Business Incubators and Science Parks Association,1
125876190,Sisaket Provincial Public Health Office,2
102044311,Academy of Science,2
123111463,Monnet Research Center,1
127814541,Krungsri Nimble Company,2
126971100,Central Technology,4
116353786,VISTEC,5
60019720,University of Maryland School of Dentistry,7
60274385,Faculty of Dentistry,2
60069203,Athens University Dental School,1
60020949,University of Maryland Marlene and Stewart Greenebaum Cancer Center,6
126885528,General Hospital,1
126885497,Ministry of Health and Sports,2
60117972,State Key Laboratory of Clean Energy Utilization,5
60103970,Zhejiang Agriculture and Forestry University,2
60002763,Universiti Utara Malaysia,1
60023868,University of Illinois College of Medicine,1
60277695,Khon Kaen University International College,2
60021016,Institute of Microbiology Chinese Academy of Sciences,11
60111140,Public Health England,1
60071299,Skryabin Institute of Biochemistry and Physiology of Microorganisms,1
60068618,"Ghent University, Laboratory of Microbiology",1
60029543,Masaryk University,1
60029306,Wuhan University,9
60019226,National Institute of Genetics Mishima,1
60014007,American Type Culture Collection,2
125736888,China-Thailand Joint Laboratory on Microbial Biotechnology,4
125695626,China Center of Industrial Culture Collection,1
121643082,World Data Center for Microorganisms,9
60016261,University of Nebraska Medical Center,6
60004591,Università degli Studi di Modena e Reggio Emilia,6
60204103,Medizinische Fakultät,2
60172253,Okayama University Hospital,2
60111308,Azienda Ospedaliera - Universitaria Città della Salute e della Scienza di Torino,1
60103303,Istituto Oncologico Veneto IOV - IRCCS,1
60069946,Hospital Samaritano,1
60031423,IRCCS Centro Di Riferimento Oncologico Aviano,1
60030442,Istituto Europeo di Oncologia,2
60028476,Aichi Cancer Center Hospital and Research Institute,4
60028379,British Columbia Cancer Agency,4
60026108,Rikshospitalet-Radiumhospitalet HF,2
60023516,IRCCS Ospedale San Raffaele,1
60020857,"Samsung Medical Center, Sungkyunkwan university",1
60020301,University of Arizona Cancer Center,2
60018424,National Cancer Center Hospital,2
60014817,Fukuoka University Hospital,2
60012486,Hospital Universitari Vall d'Hebron,3
60012464,Universidad de Chile,1
60009343,Memorial Sloan-Kettering Cancer Center,5
60008948,Centro Nacional de Investigaciones Oncológicas,3
60004093,St Bartholomew's Hospital,3
60002043,Klinikum Schwabing,4
60001780,Centre Hospitalier Lyon-Sud,2
125879938,Intergruppo Italiano Linfomi,3
100497734,GATLA,1
100322092,Grande Ospedale Metropolitano Bianchi-Melacrino-Morelli,1
60085557,École de médecine du Nord de l'Ontario,1
60029502,McGill Faculty of Medicine and Health Sciences,2
101132039,Health Sciences North,1
60002306,University of Calgary,9
60000356,University of Cape Town,3
60271689,Center for Life Sciences,1
60109259,Translational Research Institute Australia,2
60104730,George Institute for Global Health,3
60104413,Bezmiâlem Vakıf Üniversitesi,1
60087695,"Specialty Hospital, Amman",1
60073471,Ministry of Health of People's Republic of China,1
60071912,Tbilisi State Medical University,1
60070928,Université de Yaoundé I,1
